[34m[1mwandb[39m[22m: [33mWARNING[39m Calling wandb.run.save without any arguments is deprecated.Changes to attributes are automatically persisted.
INFO: You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO:lightning.pytorch.utilities.rank_zero:You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO: Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO:lightning.fabric.utilities.distributed:Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO: ----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:lightning.pytorch.utilities.rank_zero:----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:timm.models._builder:Loading pretrained weights from Hugging Face hub (timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k)
INFO:timm.models._hub:[timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
INFO:RS_utils:{'input_size': (3, 256, 256), 'interpolation': 'bicubic', 'mean': (0.48145466, 0.4578275, 0.40821073), 'std': (0.26862954, 0.26130258, 0.27577711), 'crop_pct': 1.0, 'crop_mode': 'center'}
INFO:RS_utils:Compose(
    Resize(size=256, interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(256, 256))
    ToTensor()
    Normalize(mean=tensor([0.4815, 0.4578, 0.4082]), std=tensor([0.2686, 0.2613, 0.2758]))
INFO:RS_utils:{'epoch': 9, 'iteration': 35, 'progress': 0.5072463768115942, 'loss': 2.1414, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 36, 'progress': 0.5217391304347826, 'loss': 2.0168, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 37, 'progress': 0.5362318840579711, 'loss': 2.1701, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 38, 'progress': 0.5507246376811594, 'loss': 2.1038, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 39, 'progress': 0.5652173913043478, 'loss': 1.9072, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 40, 'progress': 0.5797101449275363, 'loss': 2.0111, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 41, 'progress': 0.5942028985507246, 'loss': 1.9723, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 42, 'progress': 0.6086956521739131, 'loss': 1.9866, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 43, 'progress': 0.6231884057971014, 'loss': 2.041, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 44, 'progress': 0.6376811594202898, 'loss': 2.0635, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 45, 'progress': 0.6521739130434783, 'loss': 1.7522, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 46, 'progress': 0.6666666666666666, 'loss': 1.7615, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 47, 'progress': 0.6811594202898551, 'loss': 2.1634, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 48, 'progress': 0.6956521739130435, 'loss': 2.0598, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 49, 'progress': 0.7101449275362319, 'loss': 1.7943, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 50, 'progress': 0.7246376811594203, 'loss': 1.8676, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 51, 'progress': 0.7391304347826086, 'loss': 2.0376, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 52, 'progress': 0.7536231884057971, 'loss': 1.8639, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 53, 'progress': 0.7681159420289855, 'loss': 1.9285, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 54, 'progress': 0.782608695652174, 'loss': 1.9597, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 55, 'progress': 0.7971014492753623, 'loss': 1.6883, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 56, 'progress': 0.8115942028985508, 'loss': 1.5773, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 57, 'progress': 0.8260869565217391, 'loss': 2.0759, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 58, 'progress': 0.8405797101449275, 'loss': 1.6338, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 59, 'progress': 0.855072463768116, 'loss': 1.7403, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 60, 'progress': 0.8695652173913043, 'loss': 1.5265, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 61, 'progress': 0.8840579710144928, 'loss': 2.3341, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 62, 'progress': 0.8985507246376812, 'loss': 2.2319, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 63, 'progress': 0.9130434782608695, 'loss': 1.5507, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 64, 'progress': 0.927536231884058, 'loss': 1.7515, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 65, 'progress': 0.9420289855072463, 'loss': 2.3427, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 66, 'progress': 0.9565217391304348, 'loss': 2.393, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 67, 'progress': 0.9710144927536232, 'loss': 1.7685, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'iteration': 68, 'progress': 0.9855072463768116, 'loss': 2.2245, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 9, 'batch_size': 4, 'lr': 0.00025, 'best_top1_acc': 41.935483870967744, 'best_top5_acc': 67.74193548387096}
INFO:RS_utils:{'epoch': 10, 'iteration': 0, 'progress': 0.0, 'loss': 1.9594, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 1, 'progress': 0.014492753623188406, 'loss': 1.7471, 'batch_size': 4, 'lr': 0.00025}
 Best Top-1 Accuracy: [red]41.9%[/red]	Best Top-5 Accuracy: [red]67.7%[/red]
INFO:RS_utils:{'epoch': 10, 'iteration': 2, 'progress': 0.028985507246376812, 'loss': 1.79, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 3, 'progress': 0.043478260869565216, 'loss': 1.9879, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 4, 'progress': 0.057971014492753624, 'loss': 1.6413, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 5, 'progress': 0.07246376811594203, 'loss': 1.7293, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 6, 'progress': 0.08695652173913043, 'loss': 2.068, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 7, 'progress': 0.10144927536231885, 'loss': 1.7536, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 8, 'progress': 0.11594202898550725, 'loss': 1.9835, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 9, 'progress': 0.13043478260869565, 'loss': 2.0175, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 10, 'progress': 0.14492753623188406, 'loss': 1.9299, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 11, 'progress': 0.15942028985507245, 'loss': 1.8686, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 12, 'progress': 0.17391304347826086, 'loss': 2.2183, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 13, 'progress': 0.18840579710144928, 'loss': 1.8298, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 14, 'progress': 0.2028985507246377, 'loss': 1.9424, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 15, 'progress': 0.21739130434782608, 'loss': 2.0032, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 16, 'progress': 0.2318840579710145, 'loss': 2.0054, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 17, 'progress': 0.2463768115942029, 'loss': 1.7533, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 18, 'progress': 0.2608695652173913, 'loss': 1.8568, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 19, 'progress': 0.2753623188405797, 'loss': 1.8672, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 20, 'progress': 0.2898550724637681, 'loss': 1.8648, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 21, 'progress': 0.30434782608695654, 'loss': 1.9423, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 22, 'progress': 0.3188405797101449, 'loss': 1.8833, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 23, 'progress': 0.3333333333333333, 'loss': 1.7869, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 24, 'progress': 0.34782608695652173, 'loss': 2.0179, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 25, 'progress': 0.36231884057971014, 'loss': 1.8619, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 26, 'progress': 0.37681159420289856, 'loss': 1.7988, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 27, 'progress': 0.391304347826087, 'loss': 1.9609, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 28, 'progress': 0.4057971014492754, 'loss': 2.0985, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 29, 'progress': 0.42028985507246375, 'loss': 1.6769, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 30, 'progress': 0.43478260869565216, 'loss': 1.8226, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 31, 'progress': 0.4492753623188406, 'loss': 1.8317, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 32, 'progress': 0.463768115942029, 'loss': 1.7473, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 33, 'progress': 0.4782608695652174, 'loss': 2.3871, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 34, 'progress': 0.4927536231884058, 'loss': 1.8386, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 35, 'progress': 0.5072463768115942, 'loss': 1.8322, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 36, 'progress': 0.5217391304347826, 'loss': 1.9918, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 37, 'progress': 0.5362318840579711, 'loss': 1.8996, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 38, 'progress': 0.5507246376811594, 'loss': 2.2611, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 39, 'progress': 0.5652173913043478, 'loss': 2.086, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 40, 'progress': 0.5797101449275363, 'loss': 1.9083, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 41, 'progress': 0.5942028985507246, 'loss': 2.1517, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 42, 'progress': 0.6086956521739131, 'loss': 1.8493, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 43, 'progress': 0.6231884057971014, 'loss': 2.1832, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 44, 'progress': 0.6376811594202898, 'loss': 2.25, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 45, 'progress': 0.6521739130434783, 'loss': 1.6915, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 46, 'progress': 0.6666666666666666, 'loss': 1.8722, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 47, 'progress': 0.6811594202898551, 'loss': 1.8327, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 48, 'progress': 0.6956521739130435, 'loss': 2.2727, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 49, 'progress': 0.7101449275362319, 'loss': 1.8401, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 50, 'progress': 0.7246376811594203, 'loss': 1.841, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 51, 'progress': 0.7391304347826086, 'loss': 1.8154, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 52, 'progress': 0.7536231884057971, 'loss': 1.776, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 53, 'progress': 0.7681159420289855, 'loss': 1.6625, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 54, 'progress': 0.782608695652174, 'loss': 2.3382, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 55, 'progress': 0.7971014492753623, 'loss': 1.9641, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 56, 'progress': 0.8115942028985508, 'loss': 2.4843, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 57, 'progress': 0.8260869565217391, 'loss': 1.6783, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 58, 'progress': 0.8405797101449275, 'loss': 1.9498, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 59, 'progress': 0.855072463768116, 'loss': 1.9867, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 60, 'progress': 0.8695652173913043, 'loss': 1.7384, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 61, 'progress': 0.8840579710144928, 'loss': 1.7829, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 62, 'progress': 0.8985507246376812, 'loss': 2.0407, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 63, 'progress': 0.9130434782608695, 'loss': 1.6913, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 64, 'progress': 0.927536231884058, 'loss': 2.0784, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 65, 'progress': 0.9420289855072463, 'loss': 1.6979, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 66, 'progress': 0.9565217391304348, 'loss': 1.9076, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 67, 'progress': 0.9710144927536232, 'loss': 1.7358, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'iteration': 68, 'progress': 0.9855072463768116, 'loss': 1.8557, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 10, 'batch_size': 4, 'lr': 0.00025, 'best_top1_acc': 41.935483870967744, 'best_top5_acc': 87.09677419354838}
INFO:RS_utils:{'epoch': 11, 'iteration': 0, 'progress': 0.0, 'loss': 1.6595, 'batch_size': 4, 'lr': 0.00025}
 Best Top-1 Accuracy: [red]41.9%[/red]	Best Top-5 Accuracy: [red]87.1%[/red]
INFO:RS_utils:{'epoch': 11, 'iteration': 1, 'progress': 0.014492753623188406, 'loss': 2.0699, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 2, 'progress': 0.028985507246376812, 'loss': 1.902, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 3, 'progress': 0.043478260869565216, 'loss': 1.9608, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 4, 'progress': 0.057971014492753624, 'loss': 2.1367, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 5, 'progress': 0.07246376811594203, 'loss': 1.9671, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 6, 'progress': 0.08695652173913043, 'loss': 2.0485, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 7, 'progress': 0.10144927536231885, 'loss': 2.013, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 8, 'progress': 0.11594202898550725, 'loss': 1.8368, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 9, 'progress': 0.13043478260869565, 'loss': 2.0548, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 10, 'progress': 0.14492753623188406, 'loss': 1.8735, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 11, 'progress': 0.15942028985507245, 'loss': 1.9999, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 12, 'progress': 0.17391304347826086, 'loss': 1.6132, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 13, 'progress': 0.18840579710144928, 'loss': 1.9919, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 14, 'progress': 0.2028985507246377, 'loss': 1.805, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 15, 'progress': 0.21739130434782608, 'loss': 1.9067, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 16, 'progress': 0.2318840579710145, 'loss': 2.1083, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 17, 'progress': 0.2463768115942029, 'loss': 1.7513, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 18, 'progress': 0.2608695652173913, 'loss': 1.8778, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 19, 'progress': 0.2753623188405797, 'loss': 2.1817, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 20, 'progress': 0.2898550724637681, 'loss': 2.0696, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 21, 'progress': 0.30434782608695654, 'loss': 1.7269, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 22, 'progress': 0.3188405797101449, 'loss': 1.9891, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 23, 'progress': 0.3333333333333333, 'loss': 2.0025, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 24, 'progress': 0.34782608695652173, 'loss': 1.9702, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 25, 'progress': 0.36231884057971014, 'loss': 2.0464, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 26, 'progress': 0.37681159420289856, 'loss': 1.8882, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 27, 'progress': 0.391304347826087, 'loss': 1.7474, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 28, 'progress': 0.4057971014492754, 'loss': 1.8606, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 29, 'progress': 0.42028985507246375, 'loss': 1.8651, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 30, 'progress': 0.43478260869565216, 'loss': 1.9544, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 31, 'progress': 0.4492753623188406, 'loss': 1.8443, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 32, 'progress': 0.463768115942029, 'loss': 1.7276, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 33, 'progress': 0.4782608695652174, 'loss': 1.7145, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 34, 'progress': 0.4927536231884058, 'loss': 2.0444, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 35, 'progress': 0.5072463768115942, 'loss': 1.6623, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 36, 'progress': 0.5217391304347826, 'loss': 1.7999, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 37, 'progress': 0.5362318840579711, 'loss': 1.954, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 38, 'progress': 0.5507246376811594, 'loss': 1.8384, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 39, 'progress': 0.5652173913043478, 'loss': 1.9607, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 40, 'progress': 0.5797101449275363, 'loss': 1.9296, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 41, 'progress': 0.5942028985507246, 'loss': 2.351, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 42, 'progress': 0.6086956521739131, 'loss': 1.7907, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 43, 'progress': 0.6231884057971014, 'loss': 1.8802, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 44, 'progress': 0.6376811594202898, 'loss': 1.5208, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 45, 'progress': 0.6521739130434783, 'loss': 2.1886, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 46, 'progress': 0.6666666666666666, 'loss': 1.9991, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 47, 'progress': 0.6811594202898551, 'loss': 1.8105, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 48, 'progress': 0.6956521739130435, 'loss': 2.0154, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 49, 'progress': 0.7101449275362319, 'loss': 2.2054, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 50, 'progress': 0.7246376811594203, 'loss': 2.1611, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 51, 'progress': 0.7391304347826086, 'loss': 2.4966, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 52, 'progress': 0.7536231884057971, 'loss': 1.7187, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 53, 'progress': 0.7681159420289855, 'loss': 2.0771, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 54, 'progress': 0.782608695652174, 'loss': 1.9359, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 55, 'progress': 0.7971014492753623, 'loss': 2.0754, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 56, 'progress': 0.8115942028985508, 'loss': 1.8262, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 57, 'progress': 0.8260869565217391, 'loss': 1.833, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 58, 'progress': 0.8405797101449275, 'loss': 1.7824, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 59, 'progress': 0.855072463768116, 'loss': 1.9362, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 60, 'progress': 0.8695652173913043, 'loss': 1.7823, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 61, 'progress': 0.8840579710144928, 'loss': 2.0404, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 62, 'progress': 0.8985507246376812, 'loss': 1.8111, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 11, 'iteration': 63, 'progress': 0.9130434782608695, 'loss': 1.9442, 'batch_size': 4, 'lr': 0.00025}
